name,square,circle,triangle
hackthoon308train03723,1,0,1
hackthoon308train03724,1,1,0
hackthoon308train03725,0,1,0
hackthoon308train03726,1,0,1
hackthoon308train03727,0,0,1
hackthoon308train03728,1,1,0
hackthoon308train03729,1,0,1
hackthoon308train03730,1,0,1
hackthoon308train03731,1,1,0
hackthoon308train03732,1,0,1
hackthoon308train03733,0,1,0
hackthoon308train03734,1,1,1
hackthoon308train03735,1,1,1
hackthoon308train03736,1,0,1
hackthoon308train03737,0,1,1
hackthoon308train03738,1,0,1
hackthoon308train03739,1,1,1
hackthoon308train03740,0,1,0
hackthoon308train03741,0,1,1
hackthoon308train03742,1,0,1
hackthoon308train03743,0,1,1
hackthoon308train03744,1,1,1
hackthoon308train03745,0,1,1
hackthoon308train03746,1,1,0
hackthoon308train03747,1,1,1
hackthoon308train03748,1,0,1
hackthoon308train03749,0,1,1
hackthoon308train03750,1,1,1
hackthoon308train03751,1,1,0
hackthoon308train03752,1,1,1
hackthoon308train03753,0,0,1
hackthoon308train03754,1,0,1
hackthoon308train03755,1,1,0
hackthoon308train03756,1,1,1
hackthoon308train03757,1,0,1
hackthoon308train03758,1,1,1
hackthoon308train03759,1,1,0
hackthoon308train03760,1,0,1
hackthoon308train03761,0,1,1
hackthoon308train03762,1,0,1
hackthoon308train03763,0,1,1
hackthoon308train03764,1,1,0
hackthoon308train03765,0,1,1
hackthoon308train03766,0,1,1
hackthoon308train03767,0,0,1
hackthoon308train03768,1,0,1
hackthoon308train03769,1,0,1
hackthoon308train03770,1,1,0
hackthoon308train03771,1,1,1
hackthoon308train03772,1,0,1
hackthoon308train03773,1,1,0
hackthoon308train03774,1,0,1
hackthoon308train03775,1,1,1
hackthoon308train03776,1,1,0
hackthoon308train03777,1,0,1
hackthoon308train03778,1,1,1
hackthoon308train03779,0,1,1
hackthoon308train03780,1,1,0
hackthoon308train03781,1,1,0
hackthoon308train03782,0,1,1
hackthoon308train03783,1,1,1
hackthoon308train03784,0,0,1
hackthoon308train03785,1,1,0
hackthoon308train03786,0,1,1
hackthoon308train03787,1,0,0
hackthoon308train03788,0,1,1
hackthoon308train03789,1,1,1
hackthoon308train03790,1,0,1
hackthoon308train03791,0,1,1
hackthoon308train03792,1,1,0
hackthoon308train03793,1,0,1
hackthoon308train03794,1,0,1
hackthoon308train03795,1,0,1
hackthoon308train03796,1,1,1
hackthoon308train03797,1,1,0
hackthoon308train03798,1,1,0
hackthoon308train03799,1,1,1
hackthoon308train03800,1,1,0
hackthoon308train03801,1,1,0
hackthoon308train03802,1,1,1
hackthoon308train03803,0,1,1
hackthoon308train03804,1,1,1
hackthoon308train03805,1,0,0
hackthoon308train03806,0,1,1
hackthoon308train03807,0,1,0
hackthoon308train03808,1,1,1
hackthoon308train03809,0,1,1
hackthoon308train03810,1,1,1
hackthoon308train03811,1,1,1
hackthoon308train03812,1,0,0
hackthoon308train03813,0,1,1
hackthoon308train03814,1,1,0
hackthoon308train03815,1,1,1
hackthoon308train03816,1,1,1
hackthoon308train03817,1,1,1
hackthoon308train03818,1,0,0
hackthoon308train03819,1,1,1
hackthoon308train03820,0,1,0
hackthoon308train03821,1,1,0
hackthoon308train03822,1,0,1
hackthoon308train03823,0,1,1
hackthoon308train03824,1,0,1
hackthoon308train03825,1,1,1
hackthoon308train03826,0,1,1
hackthoon308train03827,0,1,1
hackthoon308train03828,1,1,1
hackthoon308train03829,1,1,1
hackthoon308train03830,0,1,1
hackthoon308train03831,1,0,1
hackthoon308train03832,1,1,1
hackthoon308train03833,1,1,0
hackthoon308train03834,1,1,0
hackthoon308train03835,1,0,1
hackthoon308train03836,1,1,0
hackthoon308train03837,1,1,1
hackthoon308train03838,0,1,1
hackthoon308train03839,0,1,1
hackthoon308train03840,1,0,0
hackthoon308train03841,1,0,1
hackthoon308train03842,0,1,1
hackthoon308train03843,0,1,1
hackthoon308train03844,1,1,1
hackthoon308train03845,1,0,0
hackthoon308train03846,1,1,1
hackthoon308train03847,1,1,0
hackthoon308train03848,1,1,0
hackthoon308train03849,1,1,0
hackthoon308train03850,1,1,0
hackthoon308train03851,1,1,1
hackthoon308train03852,0,1,1
hackthoon308train03853,1,0,0
hackthoon308train03854,1,1,0
hackthoon308train03855,0,1,0
hackthoon308train03856,1,0,1
hackthoon308train03857,1,1,0
hackthoon308train03858,1,1,0
hackthoon308train03859,0,1,1
hackthoon308train03860,0,1,0
hackthoon308train03861,0,1,1
hackthoon308train03862,1,0,1
hackthoon308train03863,1,1,1
hackthoon308train03864,1,1,1
hackthoon308train03865,1,1,1
hackthoon308train03866,0,1,1
hackthoon308train03867,0,1,1
hackthoon308train03868,1,0,1
hackthoon308train03869,0,1,1
hackthoon308train03870,0,1,0
hackthoon308train03871,1,0,1
hackthoon308train03872,0,1,1
hackthoon308train03873,1,1,1
hackthoon308train03874,1,1,1
hackthoon308train03875,1,0,1
hackthoon308train03876,1,1,0
hackthoon308train03877,1,0,1
hackthoon308train03878,1,0,1
hackthoon308train03879,1,1,1
hackthoon308train03880,1,1,1
hackthoon308train03881,0,1,1
hackthoon308train03882,1,1,1
hackthoon308train03883,1,1,0
hackthoon308train03884,1,1,0
hackthoon308train03885,1,0,1
hackthoon308train03886,0,0,1
hackthoon308train03887,1,1,1
hackthoon308train03888,0,1,1
hackthoon308train03889,1,0,1
hackthoon308train03890,0,0,1
hackthoon308train03891,0,1,1
hackthoon308train03892,1,0,1
hackthoon308train03893,0,1,0
hackthoon308train03894,1,1,1
hackthoon308train03895,0,1,1
hackthoon308train03896,1,0,1
hackthoon308train03897,0,1,0
hackthoon308train03898,1,1,1
hackthoon308train03899,0,1,1
hackthoon308train03900,1,1,1
hackthoon308train03901,1,1,0
hackthoon308train03902,1,1,1
hackthoon308train03903,0,0,1
hackthoon308train03904,0,1,1
hackthoon308train03905,0,1,1
hackthoon308train03906,0,1,1
hackthoon308train03907,1,1,1
hackthoon308train03908,1,1,0
hackthoon308train03909,1,1,0
hackthoon308train03910,0,1,1
hackthoon308train03911,1,1,1
hackthoon308train03912,0,1,1
hackthoon308train03913,1,1,1
hackthoon308train03914,1,0,1
hackthoon308train03915,1,1,0
hackthoon308train03916,1,1,0
hackthoon308train03917,0,1,1
hackthoon308train03918,1,1,0
hackthoon308train03919,0,1,0
hackthoon308train03920,0,1,1
hackthoon308train03921,1,1,0
hackthoon308train03922,0,1,1
hackthoon308train03923,1,0,0
hackthoon308train03924,0,1,0
hackthoon308train03925,1,1,1
hackthoon308train03926,1,1,1
hackthoon308train03927,1,1,0
hackthoon308train03928,1,1,0
hackthoon308train03929,1,1,0
hackthoon308train03930,0,1,1
hackthoon308train03931,0,1,1
hackthoon308train03932,1,0,1
hackthoon308train03933,0,1,0
hackthoon308train03934,1,1,0
hackthoon308train03935,1,1,0
hackthoon308train03936,1,0,1
hackthoon308train03937,1,1,1
hackthoon308train03938,1,0,1
hackthoon308train03939,1,1,1
hackthoon308train03940,1,0,0
hackthoon308train03941,0,0,1
hackthoon308train03942,0,1,1
hackthoon308train03943,0,1,0
hackthoon308train03944,1,1,0
hackthoon308train03945,1,0,1
hackthoon308train03946,1,0,1
hackthoon308train03947,0,1,1
hackthoon308train03948,1,1,0
hackthoon308train03949,1,0,1
hackthoon308train03950,0,1,1
hackthoon308train03951,1,1,0
hackthoon308train03952,0,0,1
hackthoon308train03953,0,1,1
hackthoon308train03954,0,1,1
hackthoon308train03955,0,1,1
hackthoon308train03956,0,0,1
hackthoon308train03957,0,1,1
hackthoon308train03958,1,1,1
hackthoon308train03959,1,0,1
hackthoon308train03960,1,1,1
hackthoon308train03961,0,1,1
hackthoon308train03962,1,1,1
hackthoon308train03963,1,1,0
hackthoon308train03964,1,1,0
hackthoon308train03965,0,1,1
hackthoon308train03966,1,0,1
hackthoon308train03967,1,0,1
hackthoon308train03968,1,1,0
hackthoon308train03969,1,1,0
hackthoon308train03970,1,0,1
hackthoon308train03971,1,0,0
hackthoon308train03972,0,0,1
hackthoon308train03973,1,1,1
hackthoon308train03974,0,1,1
hackthoon308train03975,0,1,1
hackthoon308train03976,0,1,1
hackthoon308train03977,1,1,0
hackthoon308train03978,1,1,0
hackthoon308train03979,0,1,0
hackthoon308train03980,1,0,0
hackthoon308train03981,1,0,1
hackthoon308train03982,1,1,1
hackthoon308train03983,0,1,1
hackthoon308train03984,1,0,1
hackthoon308train03985,1,0,1
hackthoon308train03986,1,1,0
hackthoon308train03987,1,1,1
hackthoon308train03988,1,1,0
hackthoon308train03989,1,1,0
hackthoon308train03990,1,0,1
hackthoon308train03991,0,1,1
hackthoon308train03992,1,1,1
hackthoon308train03993,1,1,0
hackthoon308train03994,0,1,1
hackthoon308train03995,1,1,1
hackthoon308train03996,1,0,1
hackthoon308train03997,1,1,0
hackthoon308train03998,1,1,0
hackthoon308train03999,0,1,1
hackthoon308train04000,0,1,0
hackthoon308train04001,1,0,1
hackthoon308train04002,0,1,1
hackthoon308train04003,0,1,1
hackthoon308train04004,1,0,1
hackthoon308train04005,1,0,1
hackthoon308train04006,1,1,0
hackthoon308train04007,1,0,1
hackthoon308train04008,0,0,1
hackthoon308train04009,1,1,0
hackthoon308train04010,1,0,1
hackthoon308train04011,1,1,0
hackthoon308train04012,1,1,1
hackthoon308train04013,0,1,1
hackthoon308train04014,0,1,1
hackthoon308train04015,1,0,0
hackthoon308train04016,1,1,1
hackthoon308train04017,0,1,1
hackthoon308train04018,1,1,1
hackthoon308train04019,0,1,1
hackthoon308train04020,1,0,0
hackthoon308train04021,1,0,1
hackthoon308train04022,1,0,1
hackthoon308train04023,0,1,0
hackthoon308train04024,0,1,1
hackthoon308train04025,1,1,0
hackthoon308train04026,1,0,1
hackthoon308train04027,1,1,0
hackthoon308train04028,0,1,1
hackthoon308train04029,1,1,0
hackthoon308train04030,0,0,1
hackthoon308train04031,1,0,1
hackthoon308train04032,1,0,1
hackthoon308train04033,1,1,1
hackthoon308train04034,1,1,0
hackthoon308train04035,1,0,1
hackthoon308train04036,1,0,1
hackthoon308train04037,1,0,1
hackthoon308train04038,1,1,0
hackthoon308train04039,1,0,1
hackthoon308train04040,0,1,1
hackthoon308train04041,1,1,0
hackthoon308train04042,1,1,1
hackthoon308train04043,0,1,1
hackthoon308train04044,1,1,0
hackthoon308train04045,1,0,1
hackthoon308train04046,0,1,1
hackthoon308train04047,1,1,1
hackthoon308train04048,0,0,1
hackthoon308train04049,1,0,1
hackthoon308train04050,1,1,0
hackthoon308train04051,1,0,1
hackthoon308train04052,1,1,0
hackthoon308train04053,1,0,1
hackthoon308train04054,1,1,0
hackthoon308train04055,1,0,1
hackthoon308train04056,1,0,1
hackthoon308train04057,1,1,0
hackthoon308train04058,0,1,1
hackthoon308train04059,1,0,0
hackthoon308train04060,1,0,1
hackthoon308train04061,0,1,1
hackthoon308train04062,1,1,0
hackthoon308train04063,1,1,1
hackthoon308train04064,1,1,1
hackthoon308train04065,1,0,1
hackthoon308train04066,0,1,1
hackthoon308train04067,1,1,1
hackthoon308train04068,1,1,1
hackthoon308train04069,1,1,1
hackthoon308train04070,0,1,1
hackthoon308train04071,0,1,1
hackthoon308train04072,0,1,1
hackthoon308train04073,1,1,0
hackthoon308train04074,1,0,1
hackthoon308train04075,0,1,1
hackthoon308train04076,1,0,1
hackthoon308train04077,1,0,1
hackthoon308train04078,1,1,0
hackthoon308train04079,1,1,0
hackthoon308train04080,1,1,0
hackthoon308train04081,0,1,1
hackthoon308train04082,1,1,0
hackthoon308train04083,1,0,1
hackthoon308train04084,1,1,1
hackthoon308train04085,1,0,1
hackthoon308train04086,1,0,1
hackthoon308train04087,1,1,0
hackthoon308train04088,0,1,0
hackthoon308train04089,1,1,1
hackthoon308train04090,1,1,0
hackthoon308train04091,1,0,1
hackthoon308train04092,1,1,1
hackthoon308train04093,1,0,1
hackthoon308train04094,0,1,0
hackthoon308train04095,1,1,0
hackthoon308train04096,1,0,1
hackthoon308train04097,1,0,1
hackthoon308train04098,0,1,1
hackthoon308train04099,1,1,0
hackthoon308train04100,1,0,1
hackthoon308train04101,1,0,1
hackthoon308train04102,1,1,0
hackthoon308train04103,1,1,1
hackthoon308train04104,0,1,1
hackthoon308train04105,1,1,1
hackthoon308train04106,1,1,1
hackthoon308train04107,1,1,1
hackthoon308train04108,0,1,1
hackthoon308train04109,1,1,1
hackthoon308train04110,1,1,0
hackthoon308train04111,1,1,1
hackthoon308train04112,0,1,1
hackthoon308train04113,0,1,1
hackthoon308train04114,0,1,1
hackthoon308train04115,1,0,1
hackthoon308train04116,1,0,0
hackthoon308train04117,1,1,0
hackthoon308train04118,0,1,1
hackthoon308train04119,1,0,0
hackthoon308train04120,0,1,1
hackthoon308train04121,1,0,1
hackthoon308train04122,1,0,1
hackthoon308train04123,1,1,1
hackthoon308train04124,1,1,1
hackthoon308train04125,1,1,1
hackthoon308train04126,1,0,1
hackthoon308train04127,1,0,1
hackthoon308train04128,0,1,0
hackthoon308train04129,1,1,1
hackthoon308train04130,1,1,0
hackthoon308train04131,1,0,1
hackthoon308train04132,1,1,0
hackthoon308train04133,1,1,0
hackthoon308train04134,1,0,1
hackthoon308train04135,0,1,1
hackthoon308train04136,1,1,1
hackthoon308train04137,0,1,1
hackthoon308train04138,1,0,1
hackthoon308train04139,1,1,1
hackthoon308train04140,0,1,1
hackthoon308train04141,1,0,1
hackthoon308train04142,1,1,0
hackthoon308train04143,0,1,1
hackthoon308train04144,1,1,0
hackthoon308train04145,1,1,0
hackthoon308train04146,1,0,0
hackthoon308train04147,1,0,1
hackthoon308train04148,1,0,1
hackthoon308train04149,0,1,1
hackthoon308train04150,0,1,1
hackthoon308train04151,0,1,1
hackthoon308train04152,0,1,1
hackthoon308train04153,1,1,0
hackthoon308train04154,0,0,1
hackthoon308train04155,1,1,1
hackthoon308train04156,0,1,1
hackthoon308train04157,1,0,1
hackthoon308train04158,1,1,1
hackthoon308train04159,0,1,1
hackthoon308train04160,1,0,1
hackthoon308train04161,1,1,0
hackthoon308train04162,1,0,1
hackthoon308train04163,0,1,1
hackthoon308train04164,1,0,0
hackthoon308train04165,1,1,1
hackthoon308train04166,1,1,0
hackthoon308train04167,0,1,1
hackthoon308train04168,1,1,0
hackthoon308train04169,1,0,1
hackthoon308train04170,1,0,1
hackthoon308train04171,1,0,1
hackthoon308train04172,0,1,1
hackthoon308train04173,0,1,1
hackthoon308train04174,0,1,1
hackthoon308train04175,1,1,1
hackthoon308train04176,1,0,1
hackthoon308train04177,1,1,0
hackthoon308train04178,1,0,1
hackthoon308train04179,1,1,0
hackthoon308train04180,1,1,1
hackthoon308train04181,1,0,1
hackthoon308train04182,1,0,1
hackthoon308train04183,1,1,0
hackthoon308train04184,1,1,1
hackthoon308train04185,1,0,1
hackthoon308train04186,1,1,0
hackthoon308train04187,1,1,1
hackthoon308train04188,0,1,1
hackthoon308train04189,1,1,1
hackthoon308train04190,1,1,0
hackthoon308train04191,1,0,1
hackthoon308train04192,1,1,1
hackthoon308train04193,0,1,0
hackthoon308train04194,0,1,1
hackthoon308train04195,1,0,1
hackthoon308train04196,1,1,1
hackthoon308train04197,1,0,1
hackthoon308train04198,1,1,1
hackthoon308train04199,0,1,0
hackthoon308train04200,0,1,1
hackthoon308train04201,1,1,1
hackthoon308train04202,0,1,1
hackthoon308train04203,1,0,1
hackthoon308train04204,0,0,1
hackthoon308train04205,1,0,1
hackthoon308train04206,0,1,1
hackthoon308train04207,1,1,0
hackthoon308train04208,1,0,1
hackthoon308train04209,1,1,0
hackthoon308train04210,1,0,1
hackthoon308train04211,0,1,1
hackthoon308train04212,1,0,1
hackthoon308train04213,1,1,0
hackthoon308train04214,1,1,0
hackthoon308train04215,1,1,1
hackthoon308train04216,1,1,1
hackthoon308train04217,1,1,1
hackthoon308train04218,0,1,1
hackthoon308train04219,0,1,1
hackthoon308train04220,1,1,0
hackthoon308train04221,1,1,1
hackthoon308train04222,0,0,1
hackthoon308train04223,1,1,0
hackthoon308train04224,0,1,1
hackthoon308train04225,1,1,1
hackthoon308train04226,1,1,1
hackthoon308train04227,1,1,0
hackthoon308train04228,1,1,1
hackthoon308train04229,1,1,0
hackthoon308train04230,1,1,0
hackthoon308train04231,1,1,1
hackthoon308train04232,1,0,1
hackthoon308train04233,1,0,1
hackthoon308train04234,1,1,1
hackthoon308train04235,0,1,1
hackthoon308train04236,1,1,0
hackthoon308train04237,0,1,0
hackthoon308train04238,0,1,0
hackthoon308train04239,0,1,1
hackthoon308train04240,1,1,0
hackthoon308train04241,1,1,1
hackthoon308train04242,1,1,1
hackthoon308train04243,1,1,1
hackthoon308train04244,1,1,1
hackthoon308train04245,1,0,1
hackthoon308train04246,1,1,0
hackthoon308train04247,1,0,0
hackthoon308train04248,1,1,0
hackthoon308train04249,1,0,1
hackthoon308train04250,0,1,1
hackthoon308train04251,0,1,1
hackthoon308train04252,1,1,1
hackthoon308train04253,0,0,1
hackthoon308train04254,1,1,1
hackthoon308train04255,0,1,0
hackthoon308train04256,1,1,0
hackthoon308train04257,1,1,0
hackthoon308train04258,0,1,0
hackthoon308train04259,1,0,1
hackthoon308train04260,0,0,1
hackthoon308train04261,1,0,0
hackthoon308train04262,1,1,1
hackthoon308train04263,1,0,1
hackthoon308train04264,1,1,0
hackthoon308train04265,1,1,0
hackthoon308train04266,0,1,1
hackthoon308train04267,1,0,1
hackthoon308train04268,1,1,1
hackthoon308train04269,1,1,0
hackthoon308train04270,1,0,1
hackthoon308train04271,0,0,1
hackthoon308train04272,1,0,1
hackthoon308train04273,1,1,1
hackthoon308train04274,1,1,0
hackthoon308train04275,0,1,1
hackthoon308train04276,1,1,0
hackthoon308train04277,1,1,1
hackthoon308train04278,0,1,0
hackthoon308train04279,1,0,1
hackthoon308train04280,1,1,1
hackthoon308train04281,1,0,1
hackthoon308train04282,1,1,0
hackthoon308train04283,1,1,0
hackthoon308train04284,1,1,1
hackthoon308train04285,0,1,1
hackthoon308train04286,0,0,1
hackthoon308train04287,1,0,1
hackthoon308train04288,0,1,1
hackthoon308train04289,1,1,0
hackthoon308train04290,1,0,1
hackthoon308train04291,0,1,1
hackthoon308train04292,1,1,0
hackthoon308train04293,1,1,1
hackthoon308train04294,1,1,0
hackthoon308train04295,1,0,0
hackthoon308train04296,1,0,1
hackthoon308train04297,1,1,0
hackthoon308train04298,1,1,0
hackthoon308train04299,1,0,0
hackthoon308train04300,1,0,1
hackthoon308train04301,0,1,1
hackthoon308train04302,1,0,1
hackthoon308train04303,1,0,1
hackthoon308train04304,0,1,1
hackthoon308train04305,1,1,0
hackthoon308train04306,1,1,0
hackthoon308train04307,0,1,1
hackthoon308train04308,0,1,1
hackthoon308train04309,1,1,0
hackthoon308train04310,1,1,0
hackthoon308train04311,0,1,1
hackthoon308train04312,1,0,1
hackthoon308train04313,1,1,1
hackthoon308train04314,1,0,1
hackthoon308train04315,1,1,1
hackthoon308train04316,0,1,0
hackthoon308train04317,0,1,1
hackthoon308train04318,1,0,1
hackthoon308train04319,0,1,1
hackthoon308train04320,1,1,1
hackthoon308train04321,1,1,0
hackthoon308train04322,1,1,0
hackthoon308train04323,0,1,0
hackthoon308train04324,0,1,1
hackthoon308train04325,1,0,1
hackthoon308train04326,1,1,1
hackthoon308train04327,1,0,1
hackthoon308train04328,1,0,1
hackthoon308train04329,0,1,1
hackthoon308train04330,1,1,0
hackthoon308train04331,0,1,1
hackthoon308train04332,1,1,0
hackthoon308train04333,1,1,0
hackthoon308train04334,1,1,0
hackthoon308train04335,0,0,1
hackthoon308train04336,1,0,1
hackthoon308train04337,1,0,1
hackthoon308train04338,1,1,0
hackthoon308train04339,0,1,1
hackthoon308train04340,1,1,1
hackthoon308train04341,1,1,0
hackthoon308train04342,1,0,1
hackthoon308train04343,0,1,1
hackthoon308train04344,1,0,1
hackthoon308train04345,0,1,1
hackthoon308train04346,0,1,1
hackthoon308train04347,1,1,1
hackthoon308train04348,1,0,1
hackthoon308train04349,1,1,1
hackthoon308train04350,1,1,1
hackthoon308train04351,0,1,1
hackthoon308train04352,0,1,1
hackthoon308train04353,0,1,1
hackthoon308train04354,1,1,1
hackthoon308train04355,0,1,1
hackthoon308train04356,1,0,1
hackthoon308train04357,1,1,0
hackthoon308train04358,1,1,1
hackthoon308train04359,0,1,1
hackthoon308train04360,0,0,1
hackthoon308train04361,1,1,0
hackthoon308train04362,0,1,0
hackthoon308train04363,1,0,1
hackthoon308train04364,0,1,1
hackthoon308train04365,1,1,0
hackthoon308train04366,0,1,1
hackthoon308train04367,1,1,0
hackthoon308train04368,1,0,1
hackthoon308train04369,1,0,1
hackthoon308train04370,1,0,1
hackthoon308train04371,1,1,1
hackthoon308train04372,1,1,1
hackthoon308train04373,1,0,1
hackthoon308train04374,0,1,1
hackthoon308train04375,1,1,1
hackthoon308train04376,1,1,0
hackthoon308train04377,1,0,1
hackthoon308train04378,1,1,1
hackthoon308train04379,1,1,1
hackthoon308train04380,0,1,1
hackthoon308train04381,0,1,1
hackthoon308train04382,1,1,1
hackthoon308train04383,0,1,0
hackthoon308train04384,1,0,1
hackthoon308train04385,0,1,1
hackthoon308train04386,1,1,0
hackthoon308train04387,1,0,1
hackthoon308train04388,0,1,1
hackthoon308train04389,1,1,1
hackthoon308train04390,1,1,1
hackthoon308train04391,1,1,0
hackthoon308train04392,1,1,1
hackthoon308train04393,1,1,0
hackthoon308train04394,1,1,1
hackthoon308train04395,1,0,1
hackthoon308train04396,1,0,1
hackthoon308train04397,1,0,1
hackthoon308train04398,1,1,0
hackthoon308train04399,1,1,0
hackthoon308train04400,1,0,1
hackthoon308train04401,0,1,0
hackthoon308train04402,0,1,1
hackthoon308train04403,0,1,1
hackthoon308train04404,1,0,1
hackthoon308train04405,0,1,1
hackthoon308train04406,0,1,1
hackthoon308train04407,0,1,1
hackthoon308train04408,1,0,0
hackthoon308train04409,0,1,1
hackthoon308train04410,1,1,1
hackthoon308train04411,0,1,1
hackthoon308train04412,1,1,0
hackthoon308train04413,1,1,1
hackthoon308train04414,1,1,1
hackthoon308train04415,1,0,1
hackthoon308train04416,1,0,1
hackthoon308train04417,1,1,0
hackthoon308train04418,0,0,1
hackthoon308train04419,1,0,1
hackthoon308train04420,0,1,1
hackthoon308train04421,0,1,1
hackthoon308train04422,1,1,1
hackthoon308train04423,1,0,1
hackthoon308train04424,0,1,1
hackthoon308train04425,0,1,0
hackthoon308train04426,1,1,1
hackthoon308train04427,1,0,1
hackthoon308train04428,1,1,1
hackthoon308train04429,0,0,1
hackthoon308train04430,1,0,1
hackthoon308train04431,0,1,1
hackthoon308train04432,1,1,0
hackthoon308train04433,0,1,1
hackthoon308train04434,1,1,0
hackthoon308train04435,1,0,0
hackthoon308train04436,0,1,1
hackthoon308train04437,0,1,1
hackthoon308train04438,1,0,1
hackthoon308train04439,1,1,0
hackthoon308train04440,1,1,1
hackthoon308train04441,1,0,1
hackthoon308train04442,1,1,1
hackthoon308train04443,1,0,1
hackthoon308train04444,0,0,1
hackthoon308train04445,0,1,1
hackthoon308train04446,0,1,1
hackthoon308train04447,1,1,1
hackthoon308train04448,1,1,0
hackthoon308train04449,1,0,1
hackthoon308train04450,0,1,1
hackthoon308train04451,0,1,1
hackthoon308train04452,0,1,0
hackthoon308train04453,0,1,1
hackthoon308train04454,1,0,1
hackthoon308train04455,0,1,1
hackthoon308train04456,1,1,1
hackthoon308train04457,1,1,1
hackthoon308train04458,0,1,1
hackthoon308train04459,1,0,1
hackthoon308train04460,1,1,0
hackthoon308train04461,0,1,0
hackthoon308train04462,1,1,1
hackthoon308train04463,1,1,1
hackthoon308train04464,1,1,0
hackthoon308train04465,0,1,1
hackthoon308train04466,1,1,0
hackthoon308train04467,0,1,1
hackthoon308train04468,1,1,1
hackthoon308train04469,1,0,1
hackthoon308train04470,1,1,0
hackthoon308train04471,1,1,1
hackthoon308train04472,1,0,1
hackthoon308train04473,1,1,1
hackthoon308train04474,1,1,1
hackthoon308train04475,0,1,1
hackthoon308train04476,1,0,1
hackthoon308train04477,1,1,0
hackthoon308train04478,1,1,1
hackthoon308train04479,0,1,0
hackthoon308train04480,1,0,1
hackthoon308train04481,1,0,1
hackthoon308train04482,1,1,1
hackthoon308train04483,1,1,0
hackthoon308train04484,0,1,0
hackthoon308train04485,0,1,1
hackthoon308train04486,1,1,0
hackthoon308train04487,0,1,0
hackthoon308train04488,0,1,1
hackthoon308train04489,1,0,1
hackthoon308train04490,1,0,1
hackthoon308train04491,1,1,1
hackthoon308train04492,1,1,0
hackthoon308train04493,1,0,0
hackthoon308train04494,1,0,1
hackthoon308train04495,0,1,1
hackthoon308train04496,0,1,1
hackthoon308train04497,1,0,1
hackthoon308train04498,1,1,1
hackthoon308train04499,1,1,1
hackthoon308train04500,0,1,1
hackthoon308train04501,1,0,1
hackthoon308train04502,1,1,1
hackthoon308train04503,1,1,0
hackthoon308train04504,1,0,1
hackthoon308train04505,1,1,0
hackthoon308train04506,1,1,0
hackthoon308train04507,1,0,1
hackthoon308train04508,0,1,1
hackthoon308train04509,0,1,1
hackthoon308train04510,1,0,1
hackthoon308train04511,1,1,0
hackthoon308train04512,1,0,1
hackthoon308train04513,1,1,0
hackthoon308train04514,0,0,1
hackthoon308train04515,1,0,1
hackthoon308train04516,1,0,1
hackthoon308train04517,1,1,1
hackthoon308train04518,0,0,1
hackthoon308train04519,1,0,1
hackthoon308train04520,0,1,1
hackthoon308train04521,1,1,1
hackthoon308train04522,1,1,1
hackthoon308train04523,0,1,0
hackthoon308train04524,1,0,1
hackthoon308train04525,0,0,1
hackthoon308train04526,1,1,0
hackthoon308train04527,1,1,1
hackthoon308train04528,0,1,1
hackthoon308train04529,0,1,1
hackthoon308train04530,1,1,0
hackthoon308train04531,0,1,1
hackthoon308train04532,0,1,1
hackthoon308train04533,1,1,0
hackthoon308train04534,0,1,0
hackthoon308train04535,1,1,1
hackthoon308train04536,0,1,0
hackthoon308train04537,1,0,1
hackthoon308train04538,1,1,1
hackthoon308train04539,1,0,1
hackthoon308train04540,1,0,1
hackthoon308train04541,1,1,1
hackthoon308train04542,1,1,0
hackthoon308train04543,0,0,1
hackthoon308train04544,1,1,1
hackthoon308train04545,1,1,0
hackthoon308train04546,1,1,0
hackthoon308train04547,0,1,1
hackthoon308train04548,1,0,1
hackthoon308train04549,0,1,0
hackthoon308train04550,1,0,1
hackthoon308train04551,1,1,0
hackthoon308train04552,1,1,0
hackthoon308train04553,1,1,0
hackthoon308train04554,1,0,0
hackthoon308train04555,0,1,0
hackthoon308train04556,1,1,0
hackthoon308train04557,1,0,1
hackthoon308train04558,1,0,1
hackthoon308train04559,1,1,1
hackthoon308train04560,0,1,0
hackthoon308train04561,1,1,0
hackthoon308train04562,1,1,1
hackthoon308train04563,1,1,0
hackthoon308train04564,1,1,1
hackthoon308train04565,1,0,1
hackthoon308train04566,1,0,1
hackthoon308train04567,0,1,0
hackthoon308train04568,1,1,1
hackthoon308train04569,0,1,1
hackthoon308train04570,1,1,1
hackthoon308train04571,1,0,1
hackthoon308train04572,1,1,1
hackthoon308train04573,1,0,0
hackthoon308train04574,1,1,1
hackthoon308train04575,1,1,0
hackthoon308train04576,1,1,1
hackthoon308train04577,1,1,0
hackthoon308train04578,1,0,0
hackthoon308train04579,1,1,0
hackthoon308train04580,0,1,1
hackthoon308train04581,1,1,0
hackthoon308train04582,0,1,0
hackthoon308train04583,0,1,1
hackthoon308train04584,1,1,0
hackthoon308train04585,0,1,1
hackthoon308train04586,1,0,1
hackthoon308train04587,1,1,1
hackthoon308train04588,1,1,1
hackthoon308train04589,1,0,1
hackthoon308train04590,1,1,0
hackthoon308train04591,1,0,0
hackthoon308train04592,1,1,0
hackthoon308train04593,1,1,1
hackthoon308train04594,1,1,0
hackthoon308train04595,1,0,1
hackthoon308train04596,1,0,0
